"ID";"Airports";"Periods";"CrossCountryFlights_1";"LocalFlights_2";"TotalFlights_3";"Scheduled_4";"NonScheduled_5";"TotalArrivalsFlights_6";"Scheduled_7";"NonScheduled_8";"TotalDeparturesFlights_9";"Scheduled_10";"NonScheduled_11";"TotalPassengers_12";"Scheduled_13";"NonScheduled_14";"TotalArrivalsPassengers_15";"Scheduled_16";"NonScheduled_17";"TotalDeparturesPassengers_18";"Scheduled_19";"NonScheduled_20";"TotalCountryOfOriginDestination_21";"EuropeTotal_22";"EUCountries_23";"OtherEurope_24";"TotalIntercontinentalPassengers_25";"Africa_26";"NorthAfrica_27";"WestAfrica_28";"CentralAfrica_29";"EastAfrica_30";"SouthAfrica_31";"America_32";"NorthAmerica_33";"CentralAmerica_34";"SouthAmerica_35";"Asia_36";"WestAsia_37";"SouthEastAsia_38";"NorthEastAsia_39";"Oceania_40";"OtherUnknown_41";"Unknown_42";"TotalCargo_43";"ScheduledCargo_44";"NonScheduledCargo_45";"TotalUnloadedCargo_46";"ScheduledCargo_47";"NonScheduledCargo_48";"TotalLoadedCargo_49";"ScheduledCargo_50";"NonScheduledCargo_51";"TotalCountryOfOriginDestination_52";"EuropeTotalCargo_53";"EUCountries_54";"OtherEurope_55";"TotalIntercontinentalCargo_56";"Africa_57";"NorthAfrica_58";"WestAfrica_59";"CentralAfrica_60";"EastAfrica_61";"SouthAfrica_62";"America_63";"NorthAmerica_64";"CentralAmerica_65";"SouthAmerica_66";"Asia_67";"WestAsia_68";"SouthEastAsia_69";"NorthEastAsia_70";"Oceania_71";"OtherUnknown_72";"Unknown_73";"TotalMail_74";"ScheduledMail_75";"NonScheduledCargoMail_76";"TotalUnloadedMail_77";"ScheduledMail_78";"NonScheduledMail_79";"TotalLoadedMail_80";"ScheduledMail_81";"NonScheduledMail_82";"TotalCountryOfOriginDestination_83";"EuropeTotalMail_84";"EUCountries_85";"OtherEurope_86";"TotalIntercontinentalMail_87";"Africa_88";"NorthAfrica_89";"WestAfrica_90";"CentralAfrica_91";"EastAfrica_92";"SouthAfrica_93";"America_94";"NorthAmerica_95";"CentralAmerica_96";"SouthAmerica_97";"Asia_98";"WestAsia_99";"SouthEastAsia_100";"NorthEastAsia_101";"Oceania_102"
"730";"A043590";"2016MM03";"   37962";"     475";"   36903";"   36011";"     892";"   18447";"   18009";"     438";"   18456";"   18002";"     454";" 4745869";" 4671373";"   74496";" 2397134";" 2360183";"   36951";" 2348735";" 2311190";"   37545";" 4745869";" 3326928";" 2803110";"  523818";" 1418941";"  214019";"   57912";"   52728";"    7147";"   58481";"   37751";"  679550";"  444948";"  122567";"  112035";"  525372";"  197696";"  149813";"  177863";"       0";"       0";"       0";"  140199";"  130279";"    9921";"   73317";"   68272";"    5045";"   66882";"   62007";"    4875";"  140199";"   16068";"    5639";"   10429";"  124132";"   16773";"    1918";"    1107";"     331";"   10309";"    3108";"   39084";"   25918";"    2885";"   10281";"   68274";"   18095";"   10720";"   39459";"       0";"       0";"       0";"    3039";"    3039";"       0";"    1021";"    1021";"       0";"    2018";"    2018";"       0";"    3039";"    1061";"     759";"     303";"    1978";"     140";"      15";"      67";"       5";"      41";"      12";"     904";"     616";"     105";"     183";"     934";"     132";"     151";"     651";"       0"
"731";"A043590";"2016KW01";"  105797";"    1212";"  103013";"  100540";"    2473";"   51492";"   50267";"    1225";"   51521";"   50273";"    1248";"12950094";"12741354";"  208740";" 6489316";" 6383580";"  105736";" 6460778";" 6357774";"  103004";"12950094";" 8952876";" 7524123";" 1428753";" 3997218";"  620696";"  155192";"  157818";"   21920";"  173651";"  112115";" 1865136";" 1159979";"  365307";"  339850";" 1511386";"  544116";"  449998";"  517272";"       0";"       0";"       0";"  389004";"  357748";"   31257";"  205241";"  188633";"   16609";"  183763";"  169115";"   14648";"  389004";"   40838";"   14262";"   26576";"  348166";"   46724";"    4562";"    2460";"     981";"   29621";"    9101";"  115724";"   74533";"   10003";"   31188";"  185718";"   51512";"   28670";"  105536";"       0";"       0";"       0";"    8742";"    8742";"       0";"    3127";"    3127";"       0";"    5615";"    5615";"       0";"    8742";"    3259";"    2332";"     928";"    5483";"     381";"      45";"     164";"      16";"     118";"      40";"    2519";"    1751";"     285";"     484";"    2582";"     388";"     514";"    1680";"       0"
"732";"A043590";"2016MM04";"   40914";"     443";"   39780";"   38401";"    1379";"   19885";"   19194";"     691";"   19895";"   19207";"     688";" 5243473";" 5100536";"  142937";" 2545683";" 2489948";"   55735";" 2697790";" 2610588";"   87202";" 5243473";" 3736412";" 3137158";"  599254";" 1507061";"  195376";"   56559";"   49746";"    6036";"   49614";"   33421";"  765587";"  537697";"  117236";"  110654";"  546098";"  196947";"  154080";"  195071";"       0";"       0";"       0";"  137607";"  128072";"    9535";"   71909";"   66829";"    5079";"   65699";"   61243";"    4456";"  137607";"   16599";"    5058";"   11541";"  121009";"   15148";"    1483";"     769";"     398";"    9442";"    3056";"   39776";"   26918";"    3076";"    9783";"   66084";"   18139";"    9963";"   37982";"       0";"       0";"       0";"    2924";"    2924";"       0";"     972";"     972";"       0";"    1951";"    1951";"       0";"    2924";"     998";"     744";"     255";"    1925";"     155";"      22";"      74";"       6";"      41";"      11";"     911";"     575";"     114";"     222";"     859";"     134";"     126";"     599";"       0"
"733";"A043590";"2016MM05";"   44671";"     568";"   43419";"   41262";"    2157";"   21719";"   20659";"    1060";"   21700";"   20603";"    1097";" 5732006";" 5435100";"  296906";" 2913429";" 2766387";"  147042";" 2818577";" 2668713";"  149864";" 5732006";" 4195512";" 3513728";"  681784";" 1536494";"  190193";"   56563";"   39970";"    7901";"   53260";"   32499";"  820679";"  593176";"  118044";"  109459";"  525622";"  186586";"  151323";"  187713";"       0";"       0";"       0";"  134566";"  124116";"   10449";"   69891";"   64147";"    5744";"   64675";"   59970";"    4706";"  134566";"   16507";"    4965";"   11542";"  118059";"   15170";"    1564";"     689";"     436";"    9222";"    3259";"   39849";"   26539";"    3033";"   10277";"   63039";"   17251";"    9515";"   36274";"       0";"       0";"       0";"    2728";"    2728";"       0";"     869";"     869";"       0";"    1859";"    1859";"       0";"    2728";"     924";"     684";"     240";"    1804";"     154";"      17";"      74";"       5";"      46";"      13";"     867";"     541";"     116";"     209";"     783";"     131";"     118";"     534";"       0"
"734";"A043590";"2016MM06";"   43613";"     520";"   42418";"   40530";"    1888";"   21208";"   20283";"     925";"   21210";"   20247";"     963";" 5736839";" 5484883";"  251956";" 2872561";" 2748615";"  123946";" 2864278";" 2736268";"  128010";" 5736839";" 4189124";" 3535693";"  653431";" 1547715";"  177684";"   40988";"   39780";"    7629";"   57831";"   31456";"  831150";"  603626";"  116614";"  110910";"  538881";"  174390";"  154331";"  210160";"       0";"       0";"       0";"  135528";"  126513";"    9016";"   68267";"   63919";"    4348";"   67261";"   62593";"    4668";"  135528";"   17047";"    5206";"   11841";"  118481";"   13828";"    1513";"     794";"     443";"    7650";"    3428";"   39895";"   27262";"    3242";"    9391";"   64756";"   17645";"   10427";"   36683";"       2";"       0";"       0";"    2509";"    2509";"       0";"     830";"     830";"       0";"    1679";"    1679";"       0";"    2509";"     872";"     657";"     216";"    1636";"     166";"      17";"      90";"       7";"      47";"       5";"     803";"     519";"     109";"     175";"     667";"     125";"     114";"     428";"       0"
"735";"A043590";"2016KW02";"  129198";"    1531";"  125617";"  120193";"    5424";"   62812";"   60136";"    2676";"   62805";"   60057";"    2748";"16712318";"16020519";"  691799";" 8331673";" 8004950";"  326723";" 8380645";" 8015569";"  365076";"16712318";"12121048";"10186579";" 1934469";" 4591270";"  563253";"  154110";"  129496";"   21566";"  160705";"   97376";" 2417416";" 1734499";"  351894";"  331023";" 1610601";"  557923";"  459734";"  592944";"       0";"       0";"       0";"  407701";"  378702";"   29000";"  210066";"  194896";"   15171";"  197635";"  183806";"   13829";"  407701";"   50153";"   15229";"   34924";"  357548";"   44146";"    4560";"    2252";"    1277";"   26314";"    9743";"  119520";"   80719";"    9351";"   29450";"  193879";"   53036";"   29905";"  110939";"       3";"       0";"       0";"    8160";"    8160";"       0";"    2671";"    2671";"       0";"    5489";"    5489";"       0";"    8160";"    2794";"    2084";"     710";"    5366";"     476";"      56";"     238";"      18";"     134";"      29";"    2581";"    1635";"     340";"     606";"    2310";"     390";"     359";"    1561";"       0"
"736";"A043590";"2016MM07";"   46406";"     510";"   45260";"   42630";"    2630";"   22620";"   21283";"    1337";"   22640";"   21347";"    1293";" 6370808";" 5991977";"  378831";" 2995564";" 2825423";"  170141";" 3375244";" 3166554";"  208690";" 6370808";" 4578516";" 3808166";"  770350";" 1792292";"  240360";"   85936";"   44824";"    9404";"   64834";"   35362";"  903224";"  632783";"  141475";"  128966";"  648708";"  225401";"  177159";"  246148";"       0";"       0";"       0";"  139650";"  131790";"    7860";"   71481";"   67491";"    3991";"   68169";"   64300";"    3869";"  139650";"   17304";"    5062";"   12242";"  122346";"   12238";"     853";"     811";"     233";"    7089";"    3252";"   41003";"   27600";"    3320";"   10083";"   69105";"   17941";"   10851";"   40313";"       0";"       0";"       0";"    2434";"    2434";"       0";"     790";"     790";"       0";"    1643";"    1643";"       0";"    2434";"     818";"     598";"     220";"    1616";"     167";"      11";"      99";"       5";"      47";"       6";"     818";"     532";"     115";"     170";"     631";"     114";"     121";"     396";"       0"
"737";"A043590";"2016MM08";"   46592";"     475";"   45703";"   42938";"    2765";"   22852";"   21516";"    1336";"   22851";"   21422";"    1429";" 6402126";" 5977981";"  424145";" 3347204";" 3121792";"  225412";" 3054922";" 2856189";"  198733";" 6402126";" 4572032";" 3779001";"  793031";" 1830094";"  257152";"   96563";"   45751";"   10404";"   67367";"   37067";"  908028";"  642188";"  138256";"  127584";"  664914";"  235578";"  178945";"  250391";"       0";"       0";"       0";"  136263";"  128249";"    8015";"   69226";"   65137";"    4089";"   67038";"   63112";"    3926";"  136263";"   19437";"    5066";"   14371";"  116826";"   12751";"    1077";"     901";"     281";"    7251";"    3240";"   39803";"   26251";"    3277";"   10275";"   64272";"   17757";"   10223";"   36292";"       0";"       0";"       0";"    2499";"    2499";"       0";"     774";"     774";"       0";"    1725";"    1725";"       0";"    2499";"     809";"     609";"     200";"    1690";"     165";"      19";"      90";"       5";"      45";"       6";"     844";"     539";"     122";"     183";"     681";"      96";"     136";"     448";"       0"
"738";"A043590";"2016MM09";"   44323";"     541";"   43186";"   41191";"    1995";"   21589";"   20621";"     968";"   21597";"   20570";"    1027";" 5866487";" 5589150";"  277337";" 2943433";" 2800060";"  143373";" 2923054";" 2789090";"  133964";" 5866487";" 4217956";" 3562720";"  655236";" 1648531";"  213970";"   70143";"   40054";"    8628";"   59376";"   35769";"  848398";"  602732";"  126187";"  119479";"  586163";"  199349";"  164839";"  221975";"       0";"       0";"       0";"  140209";"  132386";"    7823";"   72238";"   67945";"    4293";"   67971";"   64441";"    3530";"  140209";"   20448";"    5504";"   14943";"  119761";"   12952";"     958";"     814";"     285";"    7824";"    3072";"   40987";"   27274";"    3550";"   10163";"   65822";"   17933";"   10135";"   37754";"       0";"       0";"       0";"    2404";"    2404";"       0";"     767";"     767";"       0";"    1637";"    1637";"       0";"    2404";"     767";"     595";"     173";"    1637";"     132";"      14";"      65";"       7";"      39";"       6";"     831";"     574";"      85";"     171";"     675";"     110";"     127";"     438";"       0"
"739";"A043590";"2016KW03";"  137321";"    1526";"  134149";"  126759";"    7390";"   67061";"   63420";"    3641";"   67088";"   63339";"    3749";"18639421";"17559108";" 1080313";" 9286201";" 8747275";"  538926";" 9353220";" 8811833";"  541387";"18639421";"13368504";"11149887";" 2218617";" 5270917";"  711482";"  252642";"  130629";"   28436";"  191577";"  108198";" 2659650";" 1877703";"  405918";"  376029";" 1899785";"  660328";"  520943";"  718514";"       0";"       0";"       0";"  416123";"  392425";"   23698";"  212945";"  200573";"   12372";"  203178";"  191852";"   11326";"  416123";"   57189";"   15633";"   41556";"  358934";"   37941";"    2888";"    2526";"     799";"   22164";"    9564";"  121794";"   81126";"   10147";"   30521";"  199199";"   53631";"   31209";"  114359";"       0";"       0";"       0";"    7337";"    7337";"       0";"    2332";"    2332";"       0";"    5005";"    5005";"       0";"    7337";"    2394";"    1801";"     593";"    4943";"     464";"      44";"     254";"      18";"     131";"      18";"    2492";"    1645";"     323";"     524";"    1986";"     320";"     384";"    1282";"       0"
"740";"A043590";"2016MM10";"   44334";"     510";"   43389";"   41643";"    1746";"   21699";"   20871";"     828";"   21690";"   20772";"     918";" 5782773";" 5573085";"  209688";" 2921833";" 2804902";"  116931";" 2860940";" 2768183";"   92757";" 5782773";" 4148178";" 3484875";"  663303";" 1634595";"  218522";"   64575";"   45682";"    7845";"   62828";"   37592";"  829436";"  574585";"  133566";"  121285";"  586637";"  202260";"  168711";"  215666";"       0";"       0";"       0";"  152932";"  144935";"    7996";"   78894";"   74351";"    4542";"   74038";"   70584";"    3454";"  152932";"   21021";"    5727";"   15293";"  131911";"   14372";"    1272";"     694";"     246";"    8990";"    3171";"   46102";"   30579";"    3734";"   11789";"   71437";"   20497";"   11149";"   39791";"       0";"       0";"       0";"    2592";"    2592";"       0";"     837";"     837";"       0";"    1755";"    1755";"       0";"    2592";"     824";"     631";"     193";"    1768";"     138";"      16";"      70";"       6";"      40";"       7";"     935";"     691";"      73";"     171";"     695";"     117";"     136";"     442";"       0"
"741";"A043590";"2016MM11";"   37289";"     459";"   36325";"   35499";"     826";"   18165";"   17765";"     400";"   18160";"   17734";"     426";" 4694112";" 4612251";"   81861";" 2353958";" 2310685";"   43273";" 2340154";" 2301566";"   38588";" 4694112";" 3286965";" 2791429";"  495536";" 1407147";"  211548";"   54192";"   53816";"    6386";"   56129";"   41025";"  657404";"  414007";"  130314";"  113083";"  538195";"  189631";"  169595";"  178969";"       0";"       0";"       0";"  146500";"  139789";"    6710";"   75640";"   71968";"    3672";"   70860";"   67821";"    3039";"  146500";"   20332";"    5832";"   14500";"  126167";"   14595";"    1093";"     754";"     248";"    9289";"    3210";"   39634";"   26381";"    2898";"   10355";"   71939";"   18944";"   10819";"   42176";"       0";"       0";"       0";"    2619";"    2619";"       0";"     870";"     870";"       0";"    1750";"    1750";"       0";"    2619";"     862";"     663";"     200";"    1757";"     140";"      13";"      77";"       7";"      36";"       7";"     884";"     590";"      78";"     216";"     733";"     133";"     157";"     443";"       0"
"742";"A043590";"2016MM12";"   37131";"     368";"   36371";"   35519";"     852";"   18198";"   17786";"     412";"   18173";"   17733";"     440";" 4747645";" 4663205";"   84440";" 2333003";" 2292115";"   40888";" 2414642";" 2371090";"   43552";" 4747645";" 3242654";" 2734762";"  507892";" 1504991";"  225498";"   58056";"   57260";"    7601";"   60538";"   42043";"  711129";"  448810";"  138701";"  123618";"  568364";"  210321";"  174539";"  183504";"       0";"       0";"       0";"  149419";"  143289";"    6131";"   77190";"   73957";"    3233";"   72229";"   69332";"    2897";"  149419";"   20107";"    5338";"   14769";"  129312";"   14374";"    1323";"     757";"     225";"    9279";"    2789";"   41737";"   26853";"    4019";"   10865";"   73201";"   20573";"   11547";"   41080";"       0";"       0";"       0";"    2996";"    2996";"       0";"    1048";"    1048";"       0";"    1948";"    1948";"       0";"    2996";"    1013";"     758";"     255";"    1984";"     130";"      16";"      63";"       6";"      36";"       9";"    1061";"     736";"      90";"     235";"     793";"     135";"     171";"     488";"       0"
"743";"A043590";"2016KW04";"  118754";"    1337";"  116085";"  112661";"    3424";"   58062";"   56422";"    1640";"   58023";"   56239";"    1784";"15224530";"14848541";"  375989";" 7608794";" 7407702";"  201092";" 7615736";" 7440839";"  174897";"15224530";"10677797";" 9011066";" 1666731";" 4546733";"  655568";"  176823";"  156758";"   21832";"  179495";"  120660";" 2197969";" 1437402";"  402581";"  357986";" 1693196";"  602212";"  512845";"  578139";"       0";"       0";"       0";"  448851";"  428013";"   20837";"  231723";"  220276";"   11447";"  217127";"  207737";"    9390";"  448851";"   61460";"   16898";"   44563";"  387390";"   43341";"    3688";"    2206";"     719";"   27558";"    9170";"  127472";"   83813";"   10651";"   33008";"  216577";"   60015";"   33515";"  123047";"       0";"       0";"       0";"    8208";"    8208";"       0";"    2754";"    2754";"       0";"    5454";"    5454";"       0";"    8208";"    2699";"    2052";"     647";"    5509";"     407";"      44";"     210";"      19";"     112";"      23";"    2880";"    2017";"     242";"     622";"    2221";"     385";"     463";"    1373";"       0"
"744";"A043590";"2016JJ00";"  491070";"    5606";"  478864";"  460153";"   18711";"  239427";"  230245";"    9182";"  239437";"  229908";"    9529";"63526363";"61169522";" 2356841";"31715984";"30543507";" 1172477";"31810379";"30626015";" 1184364";"63526363";"45120225";"37871655";" 7248570";"18406138";" 2550999";"  738767";"  574701";"   93754";"  705428";"  438349";" 9140171";" 6209583";" 1525700";" 1404888";" 6714968";" 2364579";" 1943520";" 2406869";"       0";"       0";"       0";" 1661679";" 1556888";"  104792";"  859976";"  804378";"   55599";"  801703";"  752510";"   49193";" 1661679";"  209641";"   62022";"  147619";" 1452039";"  172152";"   15698";"    9444";"    3776";"  105656";"   37578";"  484510";"  320191";"   40152";"  124167";"  795373";"  218193";"  123299";"  453881";"       3";"       0";"       0";"   32447";"   32447";"       0";"   10884";"   10884";"       0";"   21564";"   21564";"       0";"   32447";"   11147";"    8269";"    2878";"   21300";"    1729";"     189";"     866";"      70";"     495";"     109";"   10473";"    7047";"    1189";"    2236";"    9099";"    1483";"    1720";"    5896";"       0"
